3,2,1453.59,502.06,32.38,76.01,0.30,1,-1,-1,-1,0,482.0010,0.0000,0.0000,0.0010
3,3,1534.33,555.26,55.46,118.34,0.44,1,-1,-1,-1,0,492.9228,0.0000,0.0000,0.0010
3,4,1624.30,548.44,59.48,122.05,0.48,1,-1,-1,-1,0,496.1425,0.0000,0.0000,0.0010
3,5,178.43,585.30,49.21,152.92,0.66,1,-1,-1,-1,0,511.9568,0.0000,0.0000,0.0010
3,6,103.48,721.70,54.69,105.45,0.67,1,-1,-1,-1,0,512.5805,0.0000,0.0000,0.0010
3,7,1376.20,512.67,34.60,95.54,0.34,1,-1,-1,-1,0,485.2644,0.0000,0.0000,0.0010
3,8,500.91,552.59,36.70,92.81,0.44,1,-1,-1,-1,0,492.3322,0.0000,0.0000,0.0010
3,9,260.80,596.84,48.76,148.62,0.60,1,-1,-1,-1,0,506.6408,0.0000,0.0000,0.0010
3,10,541.32,554.19,35.30,90.41,0.41,1,-1,-1,-1,0,490.7157,0.0000,0.0000,0.0010
3,11,651.23,530.34,29.09,72.49,0.32,1,-1,-1,-1,0,483.5792,0.0000,0.0000,0.0010
3,12,1486.27,511.68,37.81,77.11,0.33,1,-1,-1,-1,0,484.4282,0.0000,0.0000,0.0010
3,13,826.52,512.57,19.88,44.11,0.22,1,-1,-1,-1,0,477.5711,0.0000,0.0000,0.0010
3,14,1185.17,485.52,15.59,36.37,0.18,1,-1,-1,-1,0,475.7866,0.0000,0.0000,0.0010
3,15,1072.56,490.45,17.39,28.84,0.16,1,-1,-1,-1,0,474.8799,0.0000,0.0000,0.0010
3,16,793.61,508.00,20.40,45.37,0.23,1,-1,-1,-1,0,478.2648,0.0000,0.0000,0.0010
3,17,638.56,530.98,26.36,68.20,0.32,1,-1,-1,-1,0,483.8328,0.0000,0.0000,0.0010
3,18,812.99,511.33,19.26,43.22,0.22,1,-1,-1,-1,0,477.6760,0.0000,0.0000,0.0010
4,2,1457.80,499.99,32.86,77.66,0.30,1,-1,-1,-1,0,460.1866,0.0000,0.0000,0.0014
4,3,1540.49,556.45,55.91,120.12,0.44,1,-1,-1,-1,0,475.4959,0.0000,0.0000,0.0014
4,4,1632.93,550.69,60.20,124.43,0.48,1,-1,-1,-1,0,480.0310,0.0000,0.0000,0.0014
4,5,170.87,578.78,50.92,159.81,0.67,1,-1,-1,-1,0,501.1856,0.0000,0.0000,0.0014
4,6,91.34,718.57,54.85,107.07,0.68,1,-1,-1,-1,0,502.0326,0.0000,0.0000,0.0014
4,7,1381.00,511.51,35.32,98.29,0.34,1,-1,-1,-1,0,464.7504,0.0000,0.0000,0.0014
4,8,501.12,548.60,37.03,94.45,0.44,1,-1,-1,-1,0,474.6800,0.0000,0.0000,0.0014
4,9,256.93,591.46,48.39,148.70,0.61,1,-1,-1,-1,0,494.0974,0.0000,0.0000,0.0014
4,10,540.84,551.13,35.06,90.57,0.41,1,-1,-1,-1,0,472.3971,0.0000,0.0000,0.0014
4,11,651.71,527.38,29.23,73.43,0.32,1,-1,-1,-1,0,462.4587,0.0000,0.0000,0.0014
4,12,1491.50,510.53,37.47,76.94,0.33,1,-1,-1,-1,0,463.6634,0.0000,0.0000,0.0014
4,13,827.45,509.97,19.94,44.56,0.22,1,-1,-1,-1,0,453.7517,0.0000,0.0000,0.0014
4,14,1187.03,483.50,15.23,35.73,0.18,1,-1,-1,-1,0,451.2038,0.0000,0.0000,0.0014
4,15,1073.70,488.03,17.43,29.11,0.16,1,-1,-1,-1,0,449.7580,0.0000,0.0000,0.0014
4,16,794.77,504.27,20.39,45.67,0.23,1,-1,-1,-1,0,454.7675,0.0000,0.0000,0.0014
4,17,637.82,527.87,26.11,68.15,0.32,1,-1,-1,-1,0,462.8128,0.0000,0.0000,0.0014
4,18,813.25,507.57,19.58,44.31,0.22,1,-1,-1,-1,0,453.9158,0.0000,0.0000,0.0014
5,2,1460.42,507.49,32.80,80.44,0.30,1,-1,-1,-1,0,424.1546,0.0000,0.0000,0.0018
5,3,1546.26,564.83,55.27,122.73,0.44,1,-1,-1,-1,0,448.4808,0.0000,0.0000,0.0018
5,4,1641.21,562.58,59.62,127.04,0.49,1,-1,-1,-1,0,455.7308,0.0000,0.0000,0.0018
5,5,164.35,574.54,48.12,157.65,0.68,1,-1,-1,-1,0,486.5384,0.0000,0.0000,0.0018
5,6,77.09,714.11,52.78,107.20,0.69,1,-1,-1,-1,0,487.8089,0.0000,0.0000,0.0018
5,7,1386.60,519.33,34.09,98.74,0.34,1,-1,-1,-1,0,431.5994,0.0000,0.0000,0.0018
5,8,499.79,544.50,36.08,95.61,0.44,1,-1,-1,-1,0,447.3497,0.0000,0.0000,0.0018
5,9,249.53,584.22,46.59,149.86,0.61,1,-1,-1,-1,0,476.5371,0.0000,0.0000,0.0018
5,10,541.09,545.80,34.04,91.55,0.41,1,-1,-1,-1,0,443.6847,0.0000,0.0000,0.0018
5,11,650.96,524.51,28.44,74.29,0.32,1,-1,-1,-1,0,427.8723,0.0000,0.0000,0.0018
5,12,1496.19,520.56,36.36,77.18,0.33,1,-1,-1,-1,0,429.7598,0.0000,0.0000,0.0018
5,13,828.19,509.01,19.80,45.87,0.22,1,-1,-1,-1,0,413.1021,0.0000,0.0000,0.0018
5,14,1191.68,487.97,15.15,36.74,0.18,1,-1,-1,-1,0,408.6934,0.0000,0.0000,0.0018
5,15,1075.21,493.89,15.56,26.75,0.16,1,-1,-1,-1,0,406.1398,0.0000,0.0000,0.0018
5,16,791.42,502.40,20.59,47.82,0.23,1,-1,-1,-1,0,414.8569,0.0000,0.0000,0.0018
5,17,638.34,525.57,25.46,69.08,0.32,1,-1,-1,-1,0,1362.2396,0.0000,0.0000,0.0021
5,18,811.90,506.47,18.93,44.45,0.22,1,-1,-1,-1,0,413.3853,0.0000,0.0000,0.0018
6,2,1464.65,518.24,33.26,80.94,0.30,1,-1,-1,-1,0,391.9198,0.0000,0.0000,0.0020
6,3,1554.87,574.60,56.12,123.81,0.45,1,-1,-1,-1,0,426.4465,0.0000,0.0000,0.0020
6,4,1648.52,572.88,60.92,128.63,0.49,1,-1,-1,-1,0,436.3524,0.0000,0.0000,0.0020
6,5,155.64,590.98,47.09,152.21,0.69,1,-1,-1,-1,0,475.9038,0.0000,0.0000,0.0020
6,6,66.28,734.60,50.61,103.23,0.70,1,-1,-1,-1,0,477.6715,0.0000,0.0000,0.0020
6,7,1391.40,532.03,34.31,98.38,0.36,1,-1,-1,-1,0,402.7432,0.0000,0.0000,0.0020
6,8,499.62,556.88,36.23,95.39,0.44,1,-1,-1,-1,0,424.5102,0.0000,0.0000,0.0020
6,9,241.71,597.02,47.59,151.49,0.62,1,-1,-1,-1,0,463.1712,0.0000,0.0000,0.0020
6,10,540.78,557.05,34.66,92.54,0.41,1,-1,-1,-1,0,419.1658,0.0000,0.0000,0.0020
6,11,651.59,536.97,28.21,73.04,0.32,1,-1,-1,-1,0,397.3219,0.0000,0.0000,0.0020
6,12,1501.58,531.50,36.65,77.05,0.34,1,-1,-1,-1,0,400.1838,0.0000,0.0000,0.0020
6,13,830.49,519.63,20.69,47.63,0.22,1,-1,-1,-1,0,375.3489,0.0000,0.0000,0.0020
6,14,1192.94,497.88,15.75,37.94,0.18,1,-1,-1,-1,0,368.7330,0.0000,0.0000,0.0020
6,15,1076.57,504.27,16.12,27.61,0.16,1,-1,-1,-1,0,364.7765,0.0000,0.0000,0.0020
6,16,791.60,514.20,20.73,47.84,0.24,1,-1,-1,-1,0,378.2165,0.0000,0.0000,0.0020
6,17,634.52,538.41,24.82,66.74,0.33,1,-1,-1,-1,0,510.8079,0.0000,0.0000,0.0023
6,18,810.61,517.26,19.25,44.89,0.22,1,-1,-1,-1,0,375.7938,0.0000,0.0000,0.0020
7,2,1466.05,507.44,34.91,84.46,0.31,1,-1,-1,-1,0,368.0551,0.0000,0.0000,0.0022
7,3,1559.62,568.34,57.94,127.21,0.46,1,-1,-1,-1,0,411.2335,0.0000,0.0000,0.0022
7,4,1655.82,567.60,62.95,132.14,0.51,1,-1,-1,-1,0,423.1341,0.0000,0.0000,0.0022
7,5,143.90,589.42,48.30,154.35,0.70,1,-1,-1,-1,0,470.0609,0.0000,0.0000,0.0022
7,6,50.83,735.69,52.31,106.98,0.71,1,-1,-1,-1,0,472.0279,0.0000,0.0000,0.0022
7,7,1393.26,525.55,35.46,100.76,0.37,1,-1,-1,-1,0,383.3423,0.0000,0.0000,0.0022
7,8,497.13,549.30,37.70,98.87,0.44,1,-1,-1,-1,0,407.8919,0.0000,0.0000,0.0022
7,9,232.43,595.90,48.65,153.05,0.63,1,-1,-1,-1,0,454.6974,0.0000,0.0000,0.0022
7,10,538.61,550.38,35.65,94.82,0.41,1,-1,-1,-1,0,400.8117,0.0000,0.0000,0.0022
7,11,650.36,529.71,28.76,73.89,0.33,1,-1,-1,-1,0,374.2766,0.0000,0.0000,0.0022
7,12,1504.64,521.59,38.69,80.70,0.34,1,-1,-1,-1,0,378.5587,0.0000,0.0000,0.0022
7,13,829.53,510.47,21.59,49.49,0.22,1,-1,-1,-1,0,345.0763,0.0000,0.0000,0.0022
7,14,1193.58,488.52,16.16,38.66,0.19,1,-1,-1,-1,0,336.2016,0.0000,0.0000,0.0022
7,15,1076.67,496.87,16.03,27.31,0.16,1,-1,-1,-1,0,330.7190,0.0000,0.0000,0.0022
7,16,789.04,505.28,22.11,50.77,0.24,1,-1,-1,-1,0,349.1768,0.0000,0.0000,0.0022
7,17,632.61,532.78,24.93,66.51,0.33,1,-1,-1,-1,0,1108.2945,0.0000,0.0000,0.0031
7,18,807.27,508.42,20.26,47.05,0.22,1,-1,-1,-1,0,345.8186,0.0000,0.0000,0.0022
7,22,1281.32,493.51,14.80,44.99,0.28,1,-1,-1,-1,0,480.9172,0.0000,0.0000,0.0010
8,2,1469.71,516.98,34.67,84.59,0.31,1,-1,-1,-1,0,350.8925,0.0000,0.0000,0.0023
8,3,1566.86,581.09,57.72,127.62,0.47,1,-1,-1,-1,0,402.3668,0.0000,0.0000,0.0023
8,4,1663.07,580.50,62.13,131.14,0.52,1,-1,-1,-1,0,417.1617,0.0000,0.0000,0.0023
8,5,134.28,596.58,47.63,154.16,0.71,1,-1,-1,-1,0,467.5143,0.0000,0.0000,0.0023
8,6,35.92,746.60,51.75,107.64,0.72,1,-1,-1,-1,0,469.5878,0.0000,0.0000,0.0023
8,7,1395.84,534.43,35.50,101.44,0.37,1,-1,-1,-1,0,370.5447,0.0000,0.0000,0.0023
8,8,495.49,555.41,37.24,98.59,0.45,1,-1,-1,-1,0,397.0812,0.0000,0.0000,0.0023
8,9,224.19,604.48,47.45,150.76,0.64,1,-1,-1,-1,0,450.8063,0.0000,0.0000,0.0023
8,10,536.81,557.15,35.19,94.43,0.42,1,-1,-1,-1,0,388.6150,0.0000,0.0000,0.0023
8,11,651.21,535.78,28.76,74.42,0.33,1,-1,-1,-1,0,357.9355,0.0000,0.0000,0.0023
8,12,1507.82,531.53,39.75,83.45,0.35,1,-1,-1,-1,0,363.1033,0.0000,0.0000,0.0023
8,13,829.94,517.40,20.98,48.53,0.22,1,-1,-1,-1,0,321.5235,0.0000,0.0000,0.0023
8,14,1195.26,497.33,15.75,37.93,0.19,1,-1,-1,-1,0,310.8803,0.0000,0.0000,0.0023
8,15,1076.88,503.61,16.12,27.68,0.16,1,-1,-1,-1,0,303.4699,0.0000,0.0000,0.0023
8,16,789.48,512.23,21.17,49.04,0.24,1,-1,-1,-1,0,327.0645,0.0000,0.0000,0.0023
8,17,633.92,538.03,25.42,68.44,0.33,1,-1,-1,-1,0,472.0729,0.0000,0.0000,0.0029
8,18,810.83,515.85,19.76,46.22,0.22,1,-1,-1,-1,0,322.7855,0.0000,0.0000,0.0023
8,22,1285.07,500.84,15.12,46.38,0.28,1,-1,-1,-1,0,458.5480,0.0000,0.0000,0.0014
9,2,1472.67,521.41,33.34,82.25,0.31,1,-1,-1,-1,0,339.4025,0.0000,0.0000,0.0023
9,3,1573.54,586.90,57.51,129.06,0.48,1,-1,-1,-1,0,397.7879,0.0000,0.0000,0.0023
9,4,1670.08,585.99,63.23,134.78,0.54,1,-1,-1,-1,0,414.3719,0.0000,0.0000,0.0023
9,5,122.25,593.23,47.91,156.27,0.72,1,-1,-1,-1,0,466.2851,0.0000,0.0000,0.0023
9,6,17.18,745.55,52.72,111.72,0.73,1,-1,-1,-1,0,467.9888,0.0000,0.0000,0.0023
9,7,1397.71,537.60,34.76,100.23,0.37,1,-1,-1,-1,0,360.9353,0.0000,0.0000,0.0023
9,8,493.17,552.44,37.05,99.48,0.45,1,-1,-1,-1,0,390.7516,0.0000,0.0000,0.0023
9,9,214.42,602.45,47.61,152.27,0.65,1,-1,-1,-1,0,449.3026,0.0000,0.0000,0.0023
9,10,534.89,555.36,34.87,94.78,0.42,1,-1,-1,-1,0,380.7651,0.0000,0.0000,0.0023
9,11,649.16,533.54,28.82,75.41,0.33,1,-1,-1,-1,0,347.0806,0.0000,0.0000,0.0023
9,12,1511.26,536.59,39.14,82.92,0.34,1,-1,-1,-1,0,352.7142,0.0000,0.0000,0.0023
9,13,829.55,516.75,20.44,47.90,0.22,1,-1,-1,-1,0,304.1367,0.0000,0.0000,0.0023
9,14,1196.05,499.13,15.58,37.96,0.19,1,-1,-1,-1,0,291.4497,0.0000,0.0000,0.0023
9,15,1076.01,503.20,17.10,29.75,0.16,1,-1,-1,-1,0,282.5799,0.0000,0.0000,0.0023
